,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,champLevel,visionWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist
0,2,5,1,0,1,0,542,0,0,0,0,65596,0,65596,0,524,8748,0,8748,0,2017,2,3015,1087,1087,7,9,10265,4371,4880,1013,7162,5875,1,0,146,0,10,1,6,0,0,0,0,0,0,0
1,14,3,7,7,3,4,646,2,1,0,0,125430,12573,100850,12006,0,15443,1263,13967,212,10407,1,11014,25415,4017,19,21,17539,5117,12036,385,12370,10708,2,0,5,116,13,4,8,2,1,0,1,0,0,1
2,8,3,9,5,2,2,932,2,0,0,0,124829,1403,120103,3322,1562,12687,362,11967,357,4118,4,3237,16974,7594,11,14,10080,4068,5645,366,12912,10855,3,1,178,4,14,3,2,4,0,0,1,0,1,0
3,6,8,7,3,1,1,302,0,0,0,0,137513,18947,116922,1643,498,18183,5276,12568,339,2071,3,8719,2708,0,6,2,16409,4096,10778,1534,11926,10575,0,0,221,8,15,1,4,2,0,0,0,0,0,0
4,7,6,6,3,2,3,277,2,0,0,0,108685,9971,94349,4364,511,15708,3902,11551,254,2351,3,4752,15122,6703,8,2,11185,2709,7927,548,11094,9525,1,1,163,16,13,1,4,3,0,0,0,0,1,0
5,15,0,12,15,3,1,0,2,1,0,0,115972,6666,108708,598,0,25359,3183,22009,166,0,0,2933,9404,7410,9,20,8564,4368,3661,535,13527,10375,3,0,165,12,13,1,2,2,1,0,1,0,0,0
6,7,7,8,3,2,2,458,2,0,0,0,146619,6306,137698,2615,0,19557,2795,16761,0,1015,1,5514,11192,3275,14,25,16205,4234,11153,816,12571,11250,3,0,202,0,14,2,4,4,0,0,1,0,0,0
7,4,5,4,2,2,1,774,1,0,0,0,100015,17420,81967,628,671,11891,3196,8066,628,1213,2,5771,206,206,16,11,14669,3440,10737,491,9929,9010,0,0,213,4,13,0,6,5,1,0,0,0,0,0
8,1,9,9,0,1,0,372,0,0,0,0,84550,15527,68038,984,655,18680,4794,12901,984,2308,3,5808,294,294,19,15,17448,7789,9175,484,8854,8600,0,0,191,0,13,0,7,6,0,0,0,0,0,0
9,6,3,7,4,1,2,804,0,0,0,0,161559,15196,136480,9882,0,12062,1435,10077,550,16638,1,15673,20786,1596,37,14,26214,8517,16932,763,11944,11358,2,0,14,142,16,8,9,4,0,0,1,0,0,0
10,13,5,2,6,2,2,808,2,0,0,0,143184,15256,124625,3301,2239,18688,5079,13495,114,2859,3,6844,3226,0,15,1,17180,11961,4944,275,13521,11925,0,0,188,16,14,2,3,3,0,0,0,0,0,0
11,4,9,3,2,1,1,359,0,0,0,0,72685,557,72128,0,666,11516,235,11280,0,1715,2,4140,2561,2561,5,9,14661,7089,7369,202,8837,8450,2,0,147,0,10,0,2,1,0,0,1,0,0,0
12,0,2,1,0,0,0,842,0,0,0,0,71956,7646,59065,5245,0,4403,286,3811,306,7537,1,7186,2708,0,11,9,14225,3156,10764,304,4892,4300,0,0,5,86,10,1,4,1,0,0,0,0,0,0
13,1,2,12,0,1,0,1142,0,0,0,0,143636,13611,120568,9455,0,8288,1040,6898,350,17497,1,14738,28125,2129,30,8,28544,9266,18342,936,10001,9608,1,0,19,136,15,4,9,6,0,0,0,0,0,0
14,9,5,7,5,2,2,506,1,0,0,0,130478,2990,126748,740,1342,22156,1664,20126,366,3727,3,6678,3611,2724,18,18,14683,4915,8795,972,12499,11975,1,0,198,12,14,3,6,2,1,0,0,0,0,0
15,3,8,7,0,1,0,499,0,0,0,0,135317,2208,131892,1216,629,11174,628,10256,290,1295,2,7815,8334,6555,15,12,17920,549,15560,1810,11017,10050,2,0,221,12,14,1,6,1,0,0,0,0,0,0
16,2,9,6,2,1,1,541,0,0,0,0,21100,9689,4727,6683,0,5751,4280,878,593,3762,5,28270,6,0,57,38,23550,8041,14256,1252,6230,5750,0,0,32,0,11,10,30,8,1,0,0,0,0,0
17,13,1,17,13,2,1,1846,2,0,0,0,225239,5976,213179,6083,1678,38820,1775,32748,4297,5421,4,5708,18495,7101,19,39,14540,4386,8508,1645,16330,25275,2,0,214,45,17,3,11,1,0,0,0,0,0,1
18,4,6,11,3,1,1,962,0,0,0,0,25585,10182,6229,9173,0,7518,5693,1136,688,6073,5,38432,209,209,34,40,23995,3670,18607,1717,7472,7025,0,0,44,0,12,5,16,4,0,0,0,0,0,0
19,8,8,5,2,2,3,510,1,0,0,0,144568,17114,119123,8331,0,14817,1404,12559,854,13880,1,21447,9660,2020,21,17,31821,10550,20754,516,11962,11358,1,0,37,120,15,8,8,2,0,0,0,0,0,0
0,8,4,11,5,1,2,699,0,0,0,0,151386,6743,143705,937,1360,21188,1105,19606,476,3104,2,4830,5207,2251,23,19,13142,6276,5982,882,12826,12300,1,0,196,12,15,0,9,3,0,0,0,0,0,0
1,4,6,1,2,1,2,559,0,0,0,0,137453,5435,131647,369,0,14224,1626,12228,369,2814,1,14153,2673,422,24,17,27427,10605,15311,1511,10444,9550,0,0,208,16,15,2,8,3,0,0,0,0,0,0
2,11,9,10,3,1,4,541,0,0,0,0,182789,2907,150612,29269,0,22575,444,15560,6570,10732,1,28954,8246,0,18,22,39559,9535,25067,4956,15301,14883,0,0,91,103,17,1,10,2,0,0,0,0,0,0
3,3,6,0,2,1,1,252,0,0,0,0,80419,4971,66041,9405,0,3416,156,2805,454,6218,1,7988,3123,0,16,6,17865,5241,12586,38,6911,6350,0,0,27,74,11,3,9,2,0,0,0,0,0,0
4,8,0,1,8,2,1,0,1,0,0,0,50641,2174,48239,228,0,8104,1462,6625,16,573,2,1564,11645,4616,6,1,4375,559,3763,52,7850,6150,2,0,103,0,9,0,3,1,1,0,1,0,0,0
5,8,1,10,6,1,2,1296,0,0,0,0,135229,7781,125228,2220,1079,20987,2749,17833,404,2510,3,4998,13651,7224,13,23,12340,4179,7442,718,11356,9225,3,1,173,12,14,0,8,0,0,0,1,0,1,0
6,3,2,6,2,1,1,820,0,0,0,0,111755,4382,85532,21840,0,5712,267,4337,1108,7528,1,9306,21211,440,20,9,16875,2459,13659,755,8505,7450,0,0,21,108,13,1,5,1,0,0,0,0,0,1
7,6,4,4,3,3,2,484,1,1,0,0,101257,14968,83018,3270,447,9464,2873,6590,0,3179,4,5793,1027,536,21,0,12074,3274,8417,381,10740,7700,0,0,179,4,14,0,7,5,0,0,0,0,0,0
8,1,6,5,0,1,0,520,0,0,0,0,130399,6926,123045,427,720,9246,674,8144,427,3711,3,6827,502,502,16,9,16185,5933,9738,513,9860,9675,0,0,216,4,14,1,9,1,0,0,0,0,0,0
9,3,2,1,3,2,1,561,1,0,0,0,70406,429,58717,11259,0,8264,355,6829,1078,613,1,6414,3875,3875,11,14,8969,2679,5597,692,7723,6683,2,0,147,0,12,0,6,1,0,0,0,0,0,0
10,3,4,1,2,1,1,1055,0,0,0,0,70484,7186,62386,912,322,11333,3123,8083,126,1785,3,4357,716,548,8,1,11894,4348,6978,567,8011,7800,0,0,157,4,10,0,6,2,0,0,0,0,0,0
11,12,4,6,5,3,3,547,2,1,0,0,134541,5894,127171,1475,845,17138,782,15709,645,2928,3,4474,9392,5144,20,10,11063,3340,7050,672,13412,11800,3,0,203,11,14,0,7,4,0,0,1,0,0,0
12,8,4,9,4,3,2,745,1,1,0,0,167493,5269,155900,6323,0,17969,2148,13961,1859,6923,1,17477,15447,3501,22,27,26350,4709,17360,4280,14201,10975,3,0,241,1,16,3,9,2,1,0,1,0,0,0
13,4,5,7,3,1,1,947,0,0,0,0,147370,8886,129986,8497,946,14714,497,14179,37,3858,3,4479,5314,2138,12,7,12170,3091,7997,1081,10480,9900,0,0,214,3,14,0,7,3,0,0,0,0,0,0
14,12,4,11,5,1,4,719,0,0,0,0,270796,17248,238160,15387,2559,39420,1778,34721,2920,8313,3,10620,5001,1978,29,27,24662,9991,13484,1186,15424,14425,0,0,282,4,17,1,9,6,0,0,0,0,0,0
15,7,7,10,2,1,3,529,0,0,0,0,185256,12267,170298,2691,727,27521,3730,23564,227,4697,3,13060,9480,2744,37,7,28575,11375,16028,1171,15097,15145,0,0,250,16,17,1,11,10,0,0,0,0,0,0
16,2,4,4,2,1,1,833,0,0,0,0,106981,3594,103387,0,987,10244,594,9650,0,2750,3,3595,643,643,14,9,13230,8238,3908,1083,8690,7800,0,0,192,4,12,0,7,1,0,0,0,0,0,0
17,5,8,13,4,1,1,683,0,0,0,0,167245,49663,115651,1930,0,23289,7223,16065,0,2109,1,51401,205,170,20,55,34701,13368,18424,2908,12562,11425,0,0,219,12,17,1,9,2,0,0,0,0,0,1
18,4,7,8,2,1,1,300,0,0,0,0,115499,19572,84299,11626,0,6792,899,5559,334,5158,1,13494,22314,0,37,7,19743,6053,13341,348,10103,9000,0,0,26,111,14,3,10,4,0,0,0,0,0,0
19,2,1,3,2,1,1,386,0,0,0,0,58800,1152,48804,8844,0,4382,152,3703,527,2040,1,4230,10142,64,13,10,9493,4519,4701,271,5381,5225,0,0,99,0,10,3,6,1,0,0,0,0,0,0
0,8,6,3,5,3,2,462,3,1,0,0,85586,1846,77886,5852,460,15446,925,14376,144,2288,3,5086,5449,5449,7,3,13886,4918,8346,621,9762,9400,1,0,141,5,11,0,4,1,0,0,1,0,0,0
1,9,15,6,3,2,2,699,1,0,0,0,244696,211210,20288,13197,0,29601,26791,634,2175,6571,1,13994,23437,2389,20,20,40236,11988,27582,665,15717,13750,0,0,40,166,18,9,5,1,0,0,0,0,0,0
2,8,6,8,3,2,3,749,1,0,0,0,216100,6079,204740,5280,1047,38635,2686,33552,2397,8431,3,13180,4990,4990,23,21,25216,6326,16682,2207,16227,14730,2,0,292,8,16,2,8,5,0,0,0,0,0,0
3,2,3,2,0,1,0,914,0,0,0,0,68683,447,68236,0,588,7441,306,7135,0,1489,2,3124,1681,1583,9,7,10401,4394,4846,1160,7295,7150,1,0,144,0,11,0,5,1,0,0,0,0,0,0
4,6,7,7,5,3,1,458,1,1,0,0,106915,9881,86706,10327,0,13761,936,12502,322,10428,1,12990,17260,0,12,17,24180,7196,16105,879,9185,9133,0,0,6,102,13,3,5,1,0,0,0,0,0,0
5,3,7,10,0,1,0,472,0,0,0,0,188683,5442,178524,4716,1725,17811,686,17049,76,4545,3,9484,12619,3255,17,14,18527,5552,12459,516,12414,11750,1,0,247,16,16,2,5,2,0,0,0,0,0,0
6,13,3,7,5,3,3,1117,2,1,0,0,163438,3323,157310,2804,1534,25886,1500,22174,2212,4871,3,6267,16757,5358,13,19,14626,6929,7500,196,15353,13575,2,0,187,25,15,5,6,1,1,0,1,0,0,0
7,7,7,8,3,2,2,408,1,0,0,0,196042,1638,183024,11378,1828,21189,499,19814,876,4093,3,6325,26165,10009,23,19,15348,3437,10544,1366,14181,11350,4,1,229,4,16,2,5,2,0,0,1,0,1,0
8,7,3,9,7,2,1,375,1,0,0,0,164534,1275,157681,5578,1584,20212,456,19420,336,4300,4,4743,13803,2089,10,23,12663,6011,6406,246,12268,10500,1,0,225,0,15,0,4,2,0,0,0,0,0,0
9,1,5,7,0,1,0,589,0,0,0,0,112187,4986,100515,6686,0,17243,2333,14819,90,788,1,4490,2455,0,15,22,14732,7892,6681,158,9260,8375,0,0,203,4,14,1,7,2,0,0,0,0,0,0
10,4,7,5,2,2,1,346,1,0,0,0,89584,4259,82684,2640,0,14851,2353,12497,0,0,0,3122,0,0,11,23,13662,8576,4836,249,9313,7570,0,0,173,2,13,0,5,1,0,0,0,0,0,0
11,14,9,10,4,2,3,633,2,0,0,0,319887,1340,298849,19697,0,48707,996,47414,297,44385,1,80530,11784,2939,19,26,83873,26386,38760,18726,19744,20195,1,0,318,16,18,1,8,2,0,0,0,0,0,0
12,6,3,8,3,2,2,658,1,0,0,0,225780,200155,18508,7116,0,24505,21594,1438,1473,3236,1,7305,13214,5279,25,40,16723,10599,5581,542,16481,14775,1,1,234,39,18,1,10,0,0,0,0,0,0,0
13,15,8,11,6,2,4,734,1,0,0,0,215200,4315,202172,8712,2181,38615,1552,32793,4268,7370,4,12215,18068,3193,22,19,28164,15766,10772,1625,18414,17775,1,0,206,25,18,1,8,1,1,0,0,0,0,0
14,2,5,2,0,1,0,481,0,0,0,0,89429,5546,78598,5284,0,4657,378,4087,192,5506,1,6542,1041,0,11,9,14365,2214,10413,1737,6837,5825,0,0,24,82,11,0,3,3,0,0,0,0,0,0
15,4,8,2,2,1,1,529,0,0,0,0,146053,8213,136790,1050,0,21724,2757,18816,150,0,0,4937,2680,2680,11,28,15599,8894,5938,766,11112,10690,0,0,233,0,14,2,5,1,0,0,0,0,0,0
16,1,5,0,0,1,0,415,0,0,0,0,40536,1984,36872,1680,0,5518,762,4755,0,0,0,1606,701,701,5,13,5773,2601,2807,364,4954,4450,0,0,116,0,9,2,4,0,0,0,0,0,0,0
17,10,1,10,6,3,2,1727,1,1,0,0,213024,4007,195854,13162,620,22276,1005,20030,1240,3733,2,7716,25843,6507,34,1,19172,5984,12195,993,15986,13150,5,0,247,24,16,4,8,4,1,0,1,0,0,1
18,14,7,8,3,3,5,637,3,1,0,0,237680,18218,210895,8567,0,36556,5924,29991,640,2151,1,11547,35881,11228,25,55,21181,10425,10386,369,19232,16825,4,2,279,24,18,3,7,4,0,0,0,0,1,0
19,8,10,10,3,2,1,386,1,0,0,0,184350,145366,27130,11853,0,27870,24484,1512,1872,12723,1,22707,12914,3712,15,43,36437,5009,28600,2827,12871,11125,2,1,32,138,17,4,6,0,0,0,0,0,1,0
0,4,1,5,2,1,2,672,0,0,0,0,100386,86554,8417,5414,0,10525,8718,1074,733,1033,1,5233,7398,6402,18,21,11518,4011,6915,591,10005,8000,1,1,143,4,13,2,4,0,0,0,0,1,0,1
1,2,1,16,2,1,1,1530,0,0,0,0,169211,152971,12205,4034,0,17177,13826,1786,1564,2695,1,9443,10209,7609,18,31,15441,4686,10274,480,13158,12025,5,0,220,15,16,3,9,0,0,0,0,1,0,1
2,1,3,6,0,1,0,333,0,0,0,0,19216,7331,3779,8105,0,4232,3245,630,357,4321,5,11662,0,0,23,21,14157,3259,10898,0,4973,4425,0,0,35,0,10,5,9,3,0,0,0,0,0,0
3,1,4,2,0,1,0,511,0,0,0,0,133932,124293,7185,2455,0,6631,6308,322,0,5,1,5921,3341,3341,17,17,10383,4579,5462,342,9557,9550,1,0,211,0,15,4,8,2,0,0,0,0,0,0
4,1,4,2,0,1,0,356,0,0,0,0,38346,34751,3594,0,0,2221,1852,369,0,2370,1,3411,0,0,9,9,9581,3571,5855,154,4636,3525,0,0,100,4,10,1,5,0,0,0,0,0,0,0
5,6,4,9,4,1,1,968,0,0,0,0,198213,181313,15171,1728,0,22175,20528,1571,75,4673,1,19603,2858,1595,21,36,27529,6585,18227,2716,15797,15300,2,0,274,16,18,2,9,4,0,0,0,0,0,0
6,0,0,3,0,0,0,0,0,0,0,0,98552,85761,10252,2539,0,3242,3184,57,0,239,1,1656,3841,2904,18,9,2339,673,1646,19,8019,5800,1,0,181,12,13,2,8,0,0,0,0,0,0,0
7,6,8,12,3,1,2,783,0,0,0,0,233753,212562,15666,5524,0,25124,21262,1033,2827,3563,1,18046,1801,1523,32,29,30152,13466,13595,3090,17153,15950,1,0,287,20,18,6,16,2,0,0,0,0,0,0
8,2,6,13,0,1,0,762,0,0,0,0,166937,163374,3472,90,0,28700,28453,214,32,3823,1,15253,1963,0,18,18,23645,6101,16627,916,11484,10400,0,0,235,14,17,4,10,1,1,0,0,0,0,0
9,1,3,15,0,1,0,908,0,0,0,0,26385,11780,5788,8816,0,6998,5459,868,671,7685,5,20534,1054,1002,46,39,17983,7014,10180,789,7963,6250,0,0,42,0,13,8,21,3,0,0,0,1,0,1
10,2,2,11,2,1,1,1435,0,0,0,0,190365,181629,8610,125,0,11560,11353,131,75,9552,1,8038,10618,2739,20,24,18681,8233,10057,390,13795,12150,0,0,287,8,18,2,9,0,0,0,0,0,0,0
11,2,4,15,2,1,1,479,0,0,0,0,124756,113465,6535,4754,0,10742,10239,503,0,2508,3,4358,3892,1693,23,16,10137,6322,3790,24,10556,7625,1,0,186,2,16,3,9,4,0,0,0,0,0,1
12,4,1,9,3,1,1,904,0,0,0,0,121483,113317,6065,2099,0,15698,14730,913,54,3304,3,2537,2645,2517,15,26,6376,4012,2345,18,10401,8235,2,0,174,0,14,2,7,4,0,0,0,0,0,0
13,6,3,12,4,3,1,735,1,1,0,0,123845,116549,6542,752,0,21167,20659,508,0,9319,1,7442,7641,3113,27,57,20480,10600,9273,607,11811,9375,1,0,182,12,15,3,10,2,0,0,0,0,0,1
14,3,4,7,2,1,1,507,0,0,0,0,100291,88268,9002,3021,0,11391,9730,931,729,1791,1,6621,2082,839,21,26,15568,6988,7479,1101,10150,9550,0,0,169,8,14,4,8,2,0,0,0,0,0,0
15,1,3,8,0,1,0,1186,0,0,0,0,27480,7636,6211,13632,0,4015,3011,385,618,8267,5,22145,0,0,48,21,18609,6910,11304,394,6396,5825,0,0,49,0,12,9,26,8,0,0,0,0,0,0
16,5,5,23,3,1,1,768,0,0,0,0,150408,136854,11957,1596,0,23891,21884,1928,78,6623,1,19757,3451,3137,10,46,33460,14513,17259,1686,14584,14050,1,1,192,4,17,4,4,1,0,0,0,0,0,1
17,4,4,9,3,1,1,713,0,0,0,0,168793,155274,11143,2376,0,19723,18824,498,400,172,1,9431,3975,3975,26,57,13924,3594,10283,46,12202,12045,1,0,230,18,16,2,10,1,0,0,0,1,0,0
18,4,5,13,2,1,1,798,0,0,0,0,175717,148552,14011,13153,0,21599,17147,2267,2184,4330,1,18377,6474,1642,22,48,27724,6544,20900,278,14329,14425,0,0,207,32,17,5,10,5,1,0,0,0,0,0
19,2,2,17,0,1,0,987,0,0,0,0,26919,6384,6484,14050,0,5347,3574,725,1048,8691,5,24470,1614,628,64,25,16335,5846,8909,1580,9186,7300,0,0,50,1,14,8,28,6,0,0,0,0,0,1
0,10,2,2,7,2,2,726,1,0,0,0,121109,16541,96806,7761,0,21226,6476,13623,1127,4621,1,14832,28385,13376,24,10,20201,7200,12159,842,12077,9558,4,1,166,8,14,1,7,3,0,0,1,0,1,0
1,3,3,2,2,1,1,559,0,0,0,0,99024,6498,88808,3717,0,10416,1356,7888,1172,1278,1,14434,1944,1944,12,15,13193,2165,8852,2174,8547,7053,1,0,149,0,14,0,8,1,1,0,0,0,0,0
2,0,3,4,0,0,0,902,0,0,0,0,10305,7140,2662,502,0,3736,2451,783,502,76,1,4525,234,234,14,13,8735,4420,4198,116,4081,3875,0,0,13,0,9,3,6,3,0,0,0,0,0,0
3,4,3,1,2,1,1,612,0,0,0,0,82760,10304,70277,2177,0,12573,2965,7781,1827,3673,1,8947,9772,4195,15,9,14637,10919,3718,0,8169,6958,0,0,141,4,12,1,7,1,0,0,0,0,0,0
4,4,7,3,2,1,1,523,0,0,0,0,159303,8059,138951,12292,0,13996,2816,8399,2781,5257,1,17214,14884,5292,19,5,24285,7956,15690,638,11101,9893,2,0,211,16,16,0,10,0,0,0,0,0,0,0
5,2,7,11,0,1,0,383,0,0,0,0,186449,32406,144120,9922,0,22056,9445,11765,845,6239,1,27362,26203,6629,24,8,27814,9235,17297,1281,11911,11458,3,1,213,20,16,1,9,4,1,0,1,0,0,0
6,6,4,10,3,2,2,794,2,0,0,0,232394,33390,191308,7694,0,25552,10212,14174,1164,10364,1,60530,21963,11606,32,17,59021,33404,21441,4175,16253,14033,4,2,289,7,18,0,13,2,0,0,0,0,1,0
7,5,5,3,4,1,1,864,0,0,0,0,167344,19740,134585,13018,4,20665,3771,11886,5007,5228,1,20116,25943,9157,31,8,30322,15071,14531,718,12247,11533,4,1,210,16,16,2,11,2,0,0,1,0,1,0
8,7,4,11,3,2,2,710,1,0,0,0,80650,57067,21379,2202,27,16345,12398,2762,1184,4982,1,34862,7520,5682,27,27,27161,8051,17696,1412,11047,9225,2,0,122,4,15,1,7,5,0,0,0,0,0,0
9,4,4,7,4,1,1,325,0,0,0,0,120569,21003,95031,4534,21,16283,5752,8655,1876,5874,1,18350,18318,10259,24,8,22170,7104,13445,1620,11631,9683,2,1,173,5,15,2,10,3,0,0,0,0,1,0
10,6,5,5,3,1,2,797,0,0,0,0,149473,84643,60213,4616,0,18859,12294,5117,1448,7960,5,44079,6976,1529,21,27,36210,7719,23433,5057,11582,10970,0,0,192,12,16,0,10,2,0,0,0,0,0,0
11,1,4,1,0,1,0,671,0,0,0,0,120884,38907,76461,5515,0,10641,4038,6603,0,7588,1,25880,2084,2084,19,33,19270,7392,11673,204,8444,7075,0,0,184,4,14,1,10,0,0,0,0,0,0,0
